,Unnamed: 0,release_date,Title,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,Director,Writer,Actors,Runtime,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,BoxOffice
2520,2521,7/10/2015,Strangerland,10000000,17472,161097,Alchemy,R,Drama,Kim Farrant,"Michael Kinirons, Fiona Seres","Nicole Kidman, Joseph Fiennes, Hugo Weaving",112 min,English,"Ireland, Australia",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BZjRiZjJiNWUtODQzMy00YmMyLWFmZDgtMWZjNDdmNTgxZjg1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,42,5.2,"9,894","$17,472 "
2521,2522,10/16/2009,Janky Promoters,10000000,9069,9069,Third Rail,R,Comedy,Marcus Raboy,Ice Cube,"Ice Cube, Mike Epps, Jeezy",85 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWI1YjZhNWEtYzFiNC00MGY4LTkzODktNDlkOTM1MTdiN2QyXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,N/A,5.1,"1,679","$9,069 "
2522,2523,12/21/2007,Blonde Ambition,10000000,6422,1537479,First Look,PG-13,Comedy,Scott Marshall,"David McHugh, Matthew Flanagan, John Cohen","Jessica Simpson, Luke Wilson, Rachael Leigh Cook",93 min,"English, Norwegian",United States,N/A,https://m.media-amazon.com/images/M/MV5BNGE2ZWY0YmYtYjc5OC00NjM1LWE2YmUtZmU4NDc4OGZmZjI5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTUzNjcwOTM@._V1_SX300.jpg,N/A,3.9,"6,104","$6,422 "
2523,2524,10/8/2010,It's a Wonderful Afterlife,10000000,0,1642939,UTV Communications,PG-13,Comedy,Gurinder Chadha,"Gurinder Chadha, Paul Mayeda Berges","Sanjeev Bhaskar, Steve Morphew, Steve Jones",100 min,"English, Punjabi",United Kingdom,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTg4NjgyNzE3NF5BMl5BanBnXkFtZTcwMjE4OTc3Mw@@._V1_SX300.jpg,40,5.4,"1,667",N/A
2524,2525,8/21/2009,Fifty Dead Men Walking,10000000,0,997921,Phase 4 Films,R,Drama,Kari Skogland,"Martin McGartland, Nicholas Davies, Kari Skogland","Ben Kingsley, Jim Sturgess, Kevin Zegers",117 min,English,"United Kingdom, Canada",7 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNDFlZGQ4MDItMTU1Yi00N2IxLWJmNDgtNzg5YTQ3YTIyNTc5XkEyXkFqcGdeQXVyMTY3NzMzMjI2._V1_SX300.jpg,57,6.8,"11,501",N/A
2525,2526,9/26/2014,Plastic,10000000,0,575371,ARC Entertainment,R,Action,Julian Gilbey,"Chris Howard, Sacha Bennett, Julian Gilbey","Ed Speleers, Will Poulter, Alfie Allen",102 min,English,United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BNDY5ODg2MzIwN15BMl5BanBnXkFtZTgwMDEzNjk1MjE@._V1_SX300.jpg,32,6,"8,195",N/A
2526,2527,2/2/2007,Partition,10000000,0,0,,,Drama,Vic Sarin,"Patricia Finn, Vic Sarin","Jimi Mistry, Kristin Kreuk, Neve Campbell",116 min,"English, Punjabi","United States, United Kingdom, Canada, South Africa, India, Pakistan",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTIxNDQ4NDI2M15BMl5BanBnXkFtZTcwMTI1MjU0MQ@@._V1_SX300.jpg,N/A,6.9,"2,645",N/A
2527,2528,4/13/2012,Detention,10000000,0,0,Samuel Goldwyn Films,R,Comedy,Joseph Kahn,"Joseph Kahn, Mark Palermo","Josh Hutcherson, Shanley Caswell, Spencer Locke",93 min,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMTk5NzMxMDA1Nl5BMl5BanBnXkFtZTcwODM3MDcxNQ@@._V1_SX300.jpg,45,5.6,"16,190",N/A
2528,2529,2/7/2014,Nurse 3D,10000000,0,0,Lionsgate,R,Horror,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2529,2530,7/21/2015,American Heist,10000000,0,0,Lionsgate,R,Action,Sarik Andreasyan,Raul Inglis,"Hayden Christensen, Earl Minor, Adrien Brody",94 min,English,"Canada, Luxembourg",N/A,https://m.media-amazon.com/images/M/MV5BMTQ4Mjg2ODQ5Ml5BMl5BanBnXkFtZTgwMTM4OTA3NTE@._V1_SX300.jpg,23,5,"17,417",N/A
2530,2531,12/19/2012,Amour,9700000,6738954,36787044,Sony Pictures Classics,PG-13,Drama,Michael Haneke,Michael Haneke,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert",127 min,"French, English","Austria, France, Germany",Won 1 Oscar. 84 wins & 108 nominations total,https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg,95,7.9,"104,146","$6,739,492 "
2531,2532,4/28/2006,The Lost City,9600000,2484186,5256839,Magnolia Pictures,R,Drama,"Aaron Nee, Adam Nee","Oren Uziel, Dana Fox, Adam Nee","Sandra Bullock, Channing Tatum, Daniel Radcliffe",112 min,"English, Spanish, Latin, French",United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMmIwYzFhODAtY2I1YS00ZDdmLTkyYWQtZjI5NDIwMDc2MjEyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,60,6.1,"141,019","$105,344,029 "
2532,2533,1/12/2000,Next Friday,9500000,57176582,59675307,New Line,R,Comedy,Steve Carr,"Ice Cube, DJ Pooh","Ice Cube, Mike Epps, Justin Pierce",98 min,"English, Spanish",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BZTg4NTkzMDEtM2MzOS00MDE1LWJmYWItYzdiMGRiNTdmZmFkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,41,6.1,"43,086","$57,328,603 "
2533,2534,6/13/1967,You Only Live Twice,9500000,43100000,111600000,MGM,PG,Action,Lewis Gilbert,"Harold Jack Bloom, Roald Dahl, Ian Fleming","Sean Connery, Akiko Wakabayashi, Mie Hama",117 min,"English, Japanese, Russian","United Kingdom, United States",Nominated for 1 BAFTA Award2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNDMzZmIyZWEtYWZlNi00NjNiLWFhMGEtNGNmMjgwYWFiMjUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,61,6.8,"114,747","$43,084,787 "
2534,2535,6/10/1988,Poltergeist III,9500000,14114000,14114000,MGM,PG-13,Horror,Gary Sherman,"Gary Sherman, Brian Taggert, Steve Feke","Heather O'Rourke, Tom Skerritt, Nancy Allen",98 min,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BM2NkMDc1MzItOWQ5Mi00YTI1LWEwYzAtMmQ2NWMwODBkNjk5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,40,4.7,"19,887","$14,114,488 "
2535,2536,3/19/2010,The Runaways,9500000,3573673,5278632,Apparition,R,Drama,Floria Sigismondi,"Floria Sigismondi, Cherie Currie","Kristen Stewart, Dakota Fanning, Michael Shannon",106 min,English,United States,6 nominations,https://m.media-amazon.com/images/M/MV5BMTI3Nzc2ODI4NV5BMl5BanBnXkFtZTcwMzkxNDMyMw@@._V1_SX300.jpg,65,6.5,"50,455","$3,573,673 "
2536,2537,10/30/2009,Gentlemen Broncos,9500000,115155,119955,Fox Searchlight,PG-13,Comedy,Jared Hess,"Jared Hess, Jerusha Hess","Michael Angarano, Jemaine Clement, Mike White",90 min,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjA2NDAzMDU4Ml5BMl5BanBnXkFtZTcwMDc3Mzc3Mg@@._V1_SX300.jpg,28,6.1,"12,092","$113,682 "
2537,2538,11/7/1963,It's a Mad Mad Mad Mad World,9400000,46300000,60000000,,,Comedy,Stanley Kramer,"William Rose, Tania Rose","Spencer Tracy, Milton Berle, Ethel Merman",210 min,"English, Chinese",United States,Won 1 Oscar. 3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BN2YyYjUzYmMtZDNmMy00ODRmLWExOTYtMzg5NzQ5NzZhNjA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,59,7.5,"44,743","$46,332,858 "
2538,2539,11/3/2006,Volver,9400000,12899867,87226613,Sony Pictures Classics,R,Comedy,Pedro Almodóvar,Pedro Almodóvar,"Penélope Cruz, Carmen Maura, Lola Dueñas",121 min,Spanish,Spain,Nominated for 1 Oscar. 61 wins & 94 nominations total,https://m.media-amazon.com/images/M/MV5BYThlMDg5MGYtZDJiNi00MTFjLWEyZWEtZGQzYmQzMmQ0OWE3XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg,84,7.6,"105,781","$12,899,867 "
2539,2540,8/7/1981,Heavy Metal,9300000,19571091,19571091,Sony Pictures,,Adventure,"Gerald Potterton, John Bruno, John Halas","Daniel Goldberg, Len Blum, Dan O'Bannon","Richard Romanus, John Candy, Joe Flaherty",86 min,English,"United Kingdom, Canada, United States",4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTc2NzM1ODgtM2RkYi00M2U4LWE4NzEtMDMzZGUzYmI1ZDUzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,51,6.6,"37,209","$546,545 "
2540,2541,12/29/1995,Richard III,9200000,2684904,4199334,MGM,R,Drama,Richard Loncraine,"Ian McKellen, Richard Loncraine, Richard Eyre","Ian McKellen, Annette Bening, Christopher Bowen",110 min,English,"United Kingdom, United States",Nominated for 2 Oscars. 7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,86,7.3,"15,301","$2,684,904 "
2541,2542,5/25/1979,Alien,9000000,80930630,203630630,20th Century Fox,R,Horror,Ridley Scott,"Dan O'Bannon, Ronald Shusett","Sigourney Weaver, Tom Skerritt, John Hurt",117 min,English,"United Kingdom, United States",Won 1 Oscar. 18 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,89,8.5,"921,718","$81,900,459 "
2542,2543,12/29/1965,Thunderball,9000000,63600000,141200000,MGM,PG,Action,Terence Young,"Richard Maibaum, John Hopkins, Jack Whittingham","Sean Connery, Claudine Auger, Adolfo Celi",130 min,"English, French","United Kingdom, United States",Won 1 Oscar. 5 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZGNhYjM3ZmQtMTRlZS00YmZiLWFhYjktYWE3ZTk0MGY0MTIwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,64,6.9,"124,162","$63,595,658 "
2543,2544,11/6/1996,Set It Off,9000000,36049108,36049108,New Line,R,Drama,F. Gary Gray,"Takashi Bufford, Kate Lanier","Jada Pinkett Smith, Queen Latifah, Vivica A. Fox",123 min,English,United States,5 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BZjU0ZjgwMjctZjg1Ni00NmQxLThlZDEtNTMzZDkyMjNkZDI3XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,62,6.9,"17,823","$36,461,139 "
2544,2545,10/21/2016,Ouija: Origin of Evil,9000000,35144505,81831866,Universal,PG-13,Horror,Mike Flanagan,"Mike Flanagan, Jeff Howard, Juliet Snowden","Elizabeth Reaser, Lulu Wilson, Annalise Basso",99 min,"English, Ukrainian",United States,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTk4NTcxNTQ5NF5BMl5BanBnXkFtZTgwNTk5OTU4OTE@._V1_SX300.jpg,65,6.2,"70,288","$35,144,505 "
2545,2546,11/9/1988,Child's Play,9000000,33244684,44196684,United Artists,R,Horror,Tom Holland,"Don Mancini, John Lafia, Tom Holland","Catherine Hicks, Chris Sarandon, Alex Vincent",87 min,English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BZGU1MjNiYWYtNGQ5MS00MTgzLTlkYjItZDhhNTdlMTkxZGVlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,58,6.6,"111,546","$33,244,684 "
2546,2547,1/30/2015,Black or White,9000000,21571189,21971021,Relativity,PG-13,Drama,Mike Binder,Mike Binder,"Kevin Costner, Octavia Spencer, Gillian Jacobs",121 min,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTYyMzE2NTE5MV5BMl5BanBnXkFtZTgwNDI3ODI2MzE@._V1_SX300.jpg,45,6.6,"13,696","$21,571,189 "
2547,2548,7/30/2004,Harold & Kumar Go to White Castle,9000000,18225165,18225165,New Line,R,Comedy,T. Sean Shannon,"T. Sean Shannon, Greg Fields","Spencer Breslin, Cuba Gooding Jr., Nikki Blonsky",90 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTA3MjE2OTQzNjleQTJeQWpwZ15BbWU3MDIyMDE3NzE@._V1_SX300.jpg,10,5.4,"1,964","$13,229 "
2548,2549,10/13/2000,The Contender,9000000,17804273,17804273,Dreamworks SKG,R,Drama,Rod Lurie,Rod Lurie,"Joan Allen, Gary Oldman, Jeff Bridges",126 min,English,"United States, Germany, United Kingdom",Nominated for 2 Oscars. 1 win & 22 nominations total,https://m.media-amazon.com/images/M/MV5BYTIzYTA5MDEtY2I0OS00OGJhLTlmMDctZWRlMGRjYzAxZDQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,59,6.9,"24,775","$17,872,723 "
2549,2550,2/18/2000,Boiler Room,9000000,16963963,28773637,New Line,R,Drama,Ben Younger,Ben Younger,"Giovanni Ribisi, Vin Diesel, Nia Long",120 min,"English, Russian",United States,1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BN2I1N2NhODEtYTc5My00ZWExLTljZTMtNTAxYWE0MTYwOWVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,63,7,"55,635","$16,970,581 "
2550,2551,12/5/2006,Black Christmas,9000000,16235738,16235738,MGM,R,Horror,Bob Clark,Roy Moore,"Olivia Hussey, Keir Dullea, Margot Kidder",98 min,English,Canada,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BYTllYWY5ZDYtZjExYy00ZTY5LTk2OWEtMTQ3NTdlNzE5NjcyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,65,7.1,"45,431",N/A
2551,2552,11/18/2016,The Edge of Seventeen,9000000,14431633,19096003,STX Entertainment,R,Drama,Kelly Fremon Craig,Kelly Fremon Craig,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner",104 min,English,"United States, China",8 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BODE2NjE4NjYyMV5BMl5BanBnXkFtZTgwNzk3MjQ0OTE@._V1_SX300.jpg,77,7.3,"136,577","$14,431,633 "
2552,2553,12/2/2016,Jackie,9000000,13960394,29345883,Fox Searchlight,R,Drama,Pablo Larraín,Noah Oppenheim,"Natalie Portman, Peter Sarsgaard, Greta Gerwig",100 min,"English, Spanish","United States, France, Chile, China, Germany, United Kingdom",Nominated for 3 Oscars. 44 wins & 169 nominations total,https://m.media-amazon.com/images/M/MV5BMzg4MjYzNjk5N15BMl5BanBnXkFtZTgwODgwODI3MDI@._V1_SX300.jpg,81,6.7,"82,294","$13,960,394 "
2553,2554,3/16/1984,The Ice Pirates,9000000,13075390,13075390,MGM/UA Classics,,Comedy,Stewart Raffill,"Stewart Raffill, Stanford Sherman","Robert Urich, Mary Crosby, Michael D. Roberts",91 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTA1YWRlY2EtZGQ5ZS00Yzg3LTk0ZDYtZDMzNTEyYzczZjA3XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg,44,5.6,"11,553","$14,255,801 "
2554,2555,11/8/1989,Henry V,9000000,10161099,10176701,Goldwyn Entertainment,PG-13,Action,Kenneth Branagh,"William Shakespeare, Kenneth Branagh","Kenneth Branagh, Derek Jacobi, Simon Shepherd",137 min,"English, French, Latin",United Kingdom,Won 1 Oscar. 12 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BODdlYzU0ZGYtNWQ1YS00Nzk4LTllZTItZTEyNjkxMWI5ODk4L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,83,7.5,"31,133","$10,161,099 "
2555,2556,11/4/2016,Loving,9000000,7710234,12898064,Focus Features,PG-13,Drama,Jeff Nichols,"Jeff Nichols, Nancy Buirski","Ruth Negga, Joel Edgerton, Will Dalton",123 min,English,"United Kingdom, United States",Nominated for 1 Oscar. 25 wins & 90 nominations total,https://m.media-amazon.com/images/M/MV5BMjE4NTI3NjIzOF5BMl5BanBnXkFtZTgwNjI0NTI5ODE@._V1_SX300.jpg,79,7,"35,856","$7,751,969 "
2556,2557,11/28/2007,The Savages,9000000,6623082,10642023,Fox Searchlight,R,Drama,Tamara Jenkins,Tamara Jenkins,"Laura Linney, Philip Seymour Hoffman, Philip Bosco",113 min,"English, German, Cantonese",United States,Nominated for 2 Oscars. 17 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BMTU5NjMyMjk0OF5BMl5BanBnXkFtZTYwNzM4MDM4._V1_SX300.jpg,85,7.1,"38,329","$6,623,082 "
2557,2558,4/16/2003,Chasing Papi,9000000,6126237,12657377,20th Century Fox,PG,Comedy,Linda Mendoza,"Laura Angelica Simon, Steve Antin, Alison Balian","Eduardo Verástegui, Roselyn Sanchez, Sofía Vergara",80 min,"English, Spanish",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTc4NTIxMTYwNF5BMl5BanBnXkFtZTYwOTEzNTk5._V1_SX300.jpg,33,4.8,"4,372","$6,130,049 "
2558,2559,9/8/2000,The Way of the Gun,9000000,6047856,13061935,Artisan,R,Action,Christopher McQuarrie,Christopher McQuarrie,"Ryan Phillippe, Benicio Del Toro, Juliette Lewis",119 min,"English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTAyNjEyMDEwMzBeQTJeQWpwZ15BbWU4MDczMjY1NDEy._V1_SX300.jpg,49,6.6,"34,773","$6,055,661 "
2559,2560,8/22/2008,Hamlet 2,9000000,4886216,4934104,Focus Features,R,Comedy,Andrew Fleming,"Pam Brady, Andrew Fleming","Steve Coogan, Elisabeth Shue, Catherine Keener",92 min,"English, Spanish",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNDQyNjA5NzExMF5BMl5BanBnXkFtZTcwODIyMjAyNw@@._V1_SX300.jpg,54,6.3,"17,263","$4,886,216 "
2560,2561,9/13/2002,Igby Goes Down,9000000,4777465,4777465,MGM,R,Comedy,Burr Steers,Burr Steers,"Kieran Culkin, Susan Sarandon, Jeff Goldblum",98 min,English,"United States, Germany",7 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BNjcxMjdmZGUtNDIwYS00YjQ5LWI1ZTctYjRlM2NkMTViNDAzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,72,6.9,"34,618","$4,777,465 "
2561,2562,4/29/1994,PCU,9000000,4333569,4333569,20th Century Fox,PG-13,Comedy,Hart Bochner,"Adam Leff, Zak Penn","Jeremy Piven, Chris Young, Megan Ward",79 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTFiMjk0OTAtZGJkNC00NTUzLTg3YmItYzBkNjM1ODFhMmFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,42,6.5,"14,196","$4,330,020 "
2562,2563,3/9/2007,The Ultimate Gift,9000000,3438735,3438735,Film Foundry,PG,Drama,Michael O. Sajbel,"Cheryl McKay, Jim Stovall","Drew Fuller, James Garner, Abigail Breslin",114 min,"English, Spanish",United States,3 wins,https://m.media-amazon.com/images/M/MV5BYjQxZjMyOGItZDgxZS00NzkwLThjNjgtM2Q3YjdjZTQzNGZjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,49,7.3,"19,912","$3,438,735 "
2563,2564,9/29/2000,Beautiful,9000000,3134509,3134509,Destination Films,PG-13,Drama,Luchino Visconti,"Cesare Zavattini, Suso Cecchi D'Amico, Francesco Rosi","Anna Magnani, Walter Chiari, Tina Apicella",108 min,Italian,Italy,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BOTFiZGVhZDUtYzA1Ni00NmVhLTljZTEtNGIzNjYyOGQ1YzM5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,N/A,7.7,"5,072",N/A
2564,2565,6/1/2007,Gracie,9000000,2956339,3922043,Picturehouse,PG-13,Drama,Davis Guggenheim,"Lisa Marie Petersen, Karen Janszen, Andrew Shue","Carly Schroeder, Andrew Shue, Elisabeth Shue",95 min,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjNiMjY3YjgtNGFiNC00NDU4LTgzY2EtOWZkY2RkNmVjMWFjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,52,6.2,"4,297","$2,956,339 "
2565,2566,8/26/2016,Greater,9000000,2000093,2000093,Hammond Entertainment,PG,Drama,David L. Hunt,"Brian Reindl, David L. Hunt","Neal McDonough, Leslie Easterbrook, Christopher Severio",130 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODc2NjQ4MDIwN15BMl5BanBnXkFtZTgwMTQ5MzgzOTE@._V1_SX300.jpg,35,7.3,"6,991","$2,000,620 "
2566,2567,8/18/2006,Trust the Man,9000000,1530535,2548378,Fox Searchlight,R,Comedy,Bart Freundlich,Bart Freundlich,"David Duchovny, Julianne Moore, Billy Crudup",103 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTkyMTA1NTMzNF5BMl5BanBnXkFtZTcwODA4MjQzMQ@@._V1_SX300.jpg,43,5.7,"8,766","$1,530,535 "
2567,2568,5/14/2010,Princess Kaiulani,9000000,883887,883887,Roadside Attractions,PG,Drama,Marc Forby,"Marc Forby, Robert Payne","Q'orianka Kilcher, Barry Pepper, Shaun Evans",130 min,"English, Hawaiian","United States, United Kingdom",6 wins,https://m.media-amazon.com/images/M/MV5BMTY2NDcwNjM2MF5BMl5BanBnXkFtZTcwNTE4ODE0Mw@@._V1_SX300.jpg,41,6.1,"1,878","$883,887 "
2568,2569,5/6/2016,Dheepan,9000000,248795,7704357,Sundance Selects,R,Drama,Jacques Audiard,"Jacques Audiard, Thomas Bidegain, Noé Debré","Jesuthasan Antonythasan, Kalieaswari Srinivasan, Claudine Vinasithamby",115 min,"Tamil, French, English",France,Nominated for 1 BAFTA Award6 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMzc1NzgwMzgyM15BMl5BanBnXkFtZTgwMzAwMzQ1ODE@._V1_SX300.jpg,76,7.2,"16,584","$261,819 "
2569,2570,10/25/2002,All or Nothing,9000000,184255,184255,MGM,R,Drama,Mike Leigh,Mike Leigh,"Timothy Spall, Lesley Manville, Ruth Sheen",128 min,"English, Arabic, French","United Kingdom, France",3 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMjQ3NzM1NjA0NF5BMl5BanBnXkFtZTcwNjQ4MDQ3NA@@._V1_SX300.jpg,72,7.5,"11,289","$201,546 "
2570,2571,11/22/2006,Opal Dream,9000000,14443,14443,Strand,PG,Drama,Peter Cattaneo,"Peter Cattaneo, Phil Traill, Ben Rice","Sapphire Blossom, Christian Byers, Vince Colosimo",86 min,English,"Australia, United Kingdom",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BOWE0ZWM3MDgtNjZlMy00YzVmLThiODctNjQ3NTgwYTgzOTA5XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,56,6.5,"1,045","$14,443 "
2571,2572,5/8/2015,Skin Trade,9000000,1242,1242,Magnolia Pictures,R,Action,Ekachai Uekrongtham,"Dolph Lundgren, Steven Elder, Gabriel Dowrick","Dolph Lundgren, Tony Jaa, Ron Perlman",96 min,"English, Thai","Thailand, Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTAxMTY5NTgxMDVeQTJeQWpwZ15BbWU4MDAyODEwMTUx._V1_SX300.jpg,39,5.6,"8,433","$1,242 "
2572,2573,1/20/2015,Veronika Decides to Die,9000000,0,2243,Entertainment One,R,Drama,Emily Young,"Paulo Coelho, Larry Gross, Roberta Hanley","Sarah Michelle Gellar, Jonathan Tucker, Erika Christensen",103 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQzNTk4NTUwM15BMl5BanBnXkFtZTgwODE0NTA4MzE@._V1_SX300.jpg,N/A,6.3,"13,024",N/A
2573,2574,10/10/1968,Barbarella,9000000,0,0,Paramount Pictures,PG,Adventure,Roger Vadim,"Jean-Claude Forest, Terry Southern, Roger Vadim","Jane Fonda, John Phillip Law, Anita Pallenberg",98 min,"English, French","France, Italy",1 nomination,https://m.media-amazon.com/images/M/MV5BMjExMzcwMjU4OV5BMl5BanBnXkFtZTgwNzYzMjU2MTE@._V1_SX300.jpg,51,5.8,"36,887",N/A
2574,2575,2/26/2011,Ultramarines,8900000,0,0,Codex Pictures,R,Action,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2575,2576,9/26/1986,Crocodile Dundee,8800000,174803506,328203506,Paramount Pictures,PG-13,Comedy,Peter Faiman,"Paul Hogan, Ken Shadie, John Cornell","Paul Hogan, Linda Kozlowski, John Meillon",97 min,English,Australia,Nominated for 1 Oscar. 3 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZjNlMTQ1MzQtMjNjNS00MWY4LTgxZTgtM2M5NThkMDg4N2ViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,62,6.6,"112,267","$174,803,506 "
2576,2577,11/18/2016,Manchester by the Sea,8500000,47695371,77733867,Roadside Attractions,R,Drama,Kenneth Lonergan,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler",137 min,English,United States,Won 2 Oscars. 128 wins & 266 nominations total,https://m.media-amazon.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_SX300.jpg,96,7.8,"301,128","$47,695,371 "
